Path;Distance;max_lengthC;osnrC;osnrC val;osnrL;osnrL val;osnrS;osnrS val;max_lengthL;max_lengthC;
4-2-5-3-1-9-6-7-8-11-13-17-16-15-14-;2079;no;yes;16,1533;no;15,294;no;13,435;no;no;
4-2-5-3-1-9-6-7-8-11-13-15-14-;1873;no;yes;16,6637;no;15,774;no;13,916;no;no;
4-2-5-3-1-9-6-7-8-11-12-14-;1505;no;yes;17,2456;yes;16,3966;no;14,5457;no;no;
4-2-5-3-1-9-6-7-8-11-10-13-15-14-;2322;no;yes;16,0637;no;15,1224;no;13,2583;no;no;
4-2-3-5-11-13-17-16-15-14-;1615;no;yes;17,7538;yes;16,9035;no;15,0302;no;no;
4-2-3-5-11-13-15-14-;1409;no;yes;18,5125;yes;17,6173;no;15,7432;no;no;
4-2-3-5-11-12-14-;1041;no;yes;19,438;yes;18,6092;yes;16,7425;no;no;
4-2-3-5-11-10-13-17-16-15-14-;2064;no;yes;16,9968;yes;16,0758;no;14,1975;no;no;
4-2-3-5-11-10-13-15-14-;1858;no;yes;17,6249;yes;16,657;no;14,7774;no;no;
4-2-3-5-10-13-17-16-15-14-;1583;no;yes;17,8553;yes;17,0421;no;15,1658;no;no;
4-2-3-5-10-13-15-14-;1377;no;yes;18,6337;yes;17,7811;no;15,9034;no;no;
4-2-3-5-10-13-11-12-14-;1459;no;yes;18,1939;yes;17,3402;no;15,4684;no;no;
4-2-3-5-10-11-13-17-16-15-14-;1920;no;yes;17,1279;yes;16,2228;no;14,349;no;no;
4-2-3-5-10-11-13-15-14-;1714;no;yes;17,7767;yes;16,8255;no;14,9509;no;no;
4-2-3-5-10-11-12-14-;1346;no;yes;18,5444;yes;17,6355;no;15,7668;no;no;
4-2-3-5-9-8-11-13-17-16-15-14-;1735;no;yes;17,2451;yes;16,4686;no;14,5956;no;no;
4-2-3-5-9-8-11-13-15-14-;1529;no;yes;17,9131;yes;17,1091;no;15,2354;no;no;
4-2-3-5-9-8-11-12-14-;1161;no;yes;18,7077;yes;17,9796;yes;16,1124;no;no;
4-2-3-5-9-8-11-10-13-17-16-15-14-;2184;no;yes;16,5656;no;15,7133;no;13,8357;no;no;
4-2-3-5-9-8-11-10-13-15-14-;1978;no;yes;17,1303;yes;16,245;no;14,3662;no;no;
4-2-3-5-9-6-7-8-11-13-17-16-15-14-;1754;no;yes;16,8029;yes;16,0646;no;14,2002;no;no;
4-2-3-5-9-6-7-8-11-13-15-14-;1548;no;yes;17,4015;yes;16,6442;no;14,7804;no;no;
4-2-3-5-9-6-7-8-11-12-14-;1180;no;yes;18,1003;yes;17,418;no;15,5618;no;no;
4-2-3-5-9-6-7-8-11-10-13-17-16-15-14-;2203;no;yes;16,1847;no;15,3713;no;13,5014;no;no;
4-2-3-5-9-6-7-8-11-10-13-15-14-;1997;no;yes;16,699;no;15,8604;no;13,9903;no;no;
4-2-3-1-9-8-11-13-17-16-15-14-;1893;no;yes;16,9291;yes;16,048;no;14,18;no;no;
4-2-3-1-9-8-11-13-15-14-;1687;no;yes;17,5468;yes;16,6253;no;14,7574;no;no;
4-2-3-1-9-8-11-12-14-;1319;no;yes;18,2714;yes;17,3954;no;15,5343;no;no;
4-2-3-1-9-8-11-10-13-17-16-15-14-;2342;no;yes;16,294;no;15,3572;no;13,4842;no;no;
4-2-3-1-9-8-11-10-13-15-14-;2136;no;yes;16,8223;no;15,8446;no;13,9711;no;no;
4-2-3-1-9-8-11-5-10-13-17-16-15-14-;2565;no;yes;16,0433;no;15,1499;no;13,2698;no;no;
4-2-3-1-9-8-11-5-10-13-15-14-;2359;no;yes;16,5401;no;15,6133;no;13,7319;no;no;
4-2-3-1-9-6-7-8-11-13-17-16-15-14-;1912;no;yes;16,5165;no;15,6798;no;13,8192;no;no;
4-2-3-1-9-6-7-8-11-13-15-14-;1706;no;yes;17,0744;yes;16,2072;no;14,3476;no;no;
4-2-3-1-9-6-7-8-11-12-14-;1338;no;yes;17,7185;yes;16,9007;no;15,0486;no;no;
4-2-3-1-9-6-7-8-11-10-13-15-14-;2155;no;yes;16,4192;no;15,4926;no;13,6266;no;no;
4-2-3-1-9-6-7-8-11-5-10-13-15-14-;2378;no;yes;16,1614;no;15,2788;no;13,4052;no;no;
4-2-3-1-9-5-11-13-17-16-15-14-;2139;no;yes;16,6904;no;15,7704;no;13,8966;no;no;
4-2-3-1-9-5-11-13-15-14-;1933;no;yes;17,2727;yes;16,3096;no;14,4352;no;no;
4-2-3-1-9-5-11-12-14-;1565;no;yes;17,9493;yes;17,0211;no;15,1517;no;no;
4-2-3-1-9-5-11-10-13-17-16-15-14-;2588;no;yes;16,087;no;15,1193;no;13,2416;no;no;
4-2-3-1-9-5-11-10-13-15-14-;2382;no;yes;16,5892;no;15,5793;no;13,7006;no;no;
4-2-3-1-9-5-10-13-17-16-15-14-;2107;no;yes;16,7697;no;15,8768;no;14,0007;no;no;
4-2-3-1-9-5-10-13-15-14-;1901;no;yes;17,3635;yes;16,4302;no;14,5532;no;no;
4-2-3-1-9-5-10-13-11-12-14-;1983;no;yes;17,031;yes;16,1029;no;14,2302;no;no;
4-2-3-1-9-5-10-11-13-17-16-15-14-;2444;no;yes;16,193;no;15,2368;no;13,3628;no;no;
4-2-3-1-9-5-10-11-13-15-14-;2238;no;yes;16,7083;no;15,7102;no;13,8355;no;no;
4-2-3-1-9-5-10-11-12-14-;1870;no;yes;17,2967;yes;16,3231;no;14,4526;no;no;
2-5-11-13-17-16-15-14-;1230;no;yes;18,7151;yes;17,8324;no;15,9673;no;no;
2-5-11-13-15-14-;1024;no;yes;19,6842;yes;18,7353;yes;16,871;no;no;
2-5-11-12-14-;656;yes;yes;20,9417;yes;20,0674;yes;18,217;yes;no;
2-5-11-10-13-17-16-15-14-;1679;no;yes;17,7894;yes;16,8286;no;14,9559;no;no;
2-5-11-10-13-15-14-;1473;no;yes;18,5549;yes;17,5292;no;15,6558;no;no;
2-5-10-13-17-16-15-14-;1198;no;yes;18,8422;yes;18,0047;yes;16,1362;no;no;
2-5-10-13-15-14-;992;yes;yes;19,8437;yes;18,9485;yes;17,0799;no;no;
2-5-10-13-11-12-14-;1074;no;yes;19,2715;yes;18,3801;yes;16,518;no;no;
2-5-10-11-13-17-16-15-14-;1535;no;yes;17,9472;yes;17,004;no;15,1369;no;no;
2-5-10-11-13-15-14-;1329;no;yes;18,7438;yes;17,736;no;15,8692;no;no;
2-5-10-11-12-14-;961;yes;yes;19,7261;yes;18,7589;yes;16,9017;no;no;
2-5-9-8-11-13-17-16-15-14-;1350;no;yes;18,0891;yes;17,2999;no;15,4342;no;no;
2-5-9-8-11-13-15-14-;1144;no;yes;18,9149;yes;18,0885;yes;16,2234;no;no;
2-5-9-8-11-12-14-;776;yes;yes;19,9417;yes;19,2101;yes;17,3561;yes;no;
2-5-9-8-11-10-13-17-16-15-14-;1799;no;yes;17,2768;yes;16,4008;no;14,5283;no;no;
2-5-9-8-11-10-13-15-14-;1593;no;yes;17,9501;yes;17,0306;no;15,1575;no;no;
2-5-9-6-7-8-11-13-17-16-15-14-;1369;no;yes;17,5576;yes;16,8153;no;14,9591;no;no;
2-5-9-6-7-8-11-13-15-14-;1163;no;yes;18,2798;yes;17,5136;no;15,6595;no;no;
2-5-9-6-7-8-11-12-14-;795;yes;yes;19,1519;yes;18,4793;yes;16,6373;yes;no;
2-5-9-6-7-8-11-10-13-17-16-15-14-;1818;no;yes;16,8315;yes;16,0028;no;14,1387;no;no;
2-5-9-6-7-8-11-10-13-15-14-;1612;no;yes;17,4344;yes;16,5737;no;14,7102;no;no;
2-5-4-10-13-17-16-15-14-;1420;no;yes;18,2131;yes;17,3494;no;15,4797;no;no;
2-5-4-10-13-15-14-;1214;no;yes;19,0652;yes;18,148;yes;16,278;no;no;
2-5-4-10-13-11-12-14-;1296;no;yes;18,5819;yes;17,6703;no;15,8059;no;no;
2-5-4-10-11-13-17-16-15-14-;1757;no;yes;17,4285;yes;16,4757;no;14,6075;no;no;
2-5-4-10-11-13-15-14-;1551;no;yes;18,1278;yes;17,1174;no;15,2492;no;no;
2-5-4-10-11-12-14-;1183;no;yes;18,9668;yes;17,9898;yes;16,1293;no;no;
2-5-3-1-9-8-11-13-17-16-15-14-;1772;no;yes;16,9997;yes;16,1153;no;14,2535;no;no;
2-5-3-1-9-8-11-13-15-14-;1566;no;yes;17,6282;yes;16,7022;no;14,8414;no;no;
2-5-3-1-9-8-11-12-14-;1198;no;yes;18,3678;yes;17,4874;no;15,635;no;no;
2-5-3-1-9-8-11-10-13-17-16-15-14-;2221;no;yes;16,3549;no;15,4145;no;13,5467;no;no;
2-5-3-1-9-8-11-10-13-15-14-;2015;no;yes;16,8911;no;15,9088;no;14,0411;no;no;
2-5-3-1-9-6-7-8-11-13-17-16-15-14-;1791;no;yes;16,5806;no;15,7416;no;13,8868;no;no;
2-5-3-1-9-6-7-8-11-13-15-14-;1585;no;yes;17,1474;yes;16,277;no;14,4241;no;no;
2-5-3-1-9-6-7-8-11-12-14-;1217;no;yes;17,8033;yes;16,9826;no;15,1386;no;no;
2-5-3-1-9-6-7-8-11-10-13-15-14-;2034;no;yes;16,4819;no;15,5517;no;13,6912;no;no;
2-4-10-13-17-16-15-14-;1258;no;yes;18,8015;yes;17,9729;yes;16,099;no;no;
2-4-10-13-15-14-;1052;no;yes;19,7925;yes;18,9089;yes;17,0337;no;no;
2-4-10-13-11-12-14-;1134;no;yes;19,2266;yes;18,3454;yes;16,4774;no;no;
2-4-10-11-13-17-16-15-14-;1595;no;yes;17,914;yes;16,9787;no;15,1073;no;no;
2-4-10-11-13-15-14-;1389;no;yes;18,704;yes;17,7061;no;15,8342;no;no;
2-4-10-11-12-14-;1021;no;yes;19,6763;yes;18,721;yes;16,8573;no;no;
2-4-10-5-11-13-17-16-15-14-;1818;no;yes;17,5545;yes;16,6807;no;14,7991;no;no;
2-4-10-5-11-13-15-14-;1612;no;yes;18,2762;yes;17,3558;no;15,4721;no;no;
2-4-10-5-11-12-14-;1244;no;yes;19,1474;yes;18,2831;yes;16,404;no;no;
2-4-10-5-9-8-11-13-17-16-15-14-;1938;no;yes;17,0674;yes;16,2665;no;14,386;no;no;
2-4-10-5-9-8-11-13-15-14-;1732;no;yes;17,7065;yes;16,8757;no;14,9934;no;no;
2-4-10-5-9-8-11-12-14-;1364;no;yes;18,4608;yes;17,6962;no;15,8181;no;no;
2-4-10-5-9-6-7-8-11-13-17-16-15-14-;1957;no;yes;16,642;no;15,8801;no;14,0084;no;no;
2-4-10-5-9-6-7-8-11-13-15-14-;1751;no;yes;17,2174;yes;16,434;no;14,5619;no;no;
2-4-10-5-9-6-7-8-11-12-14-;1383;no;yes;17,8848;yes;17,168;no;15,3016;no;no;
2-4-10-5-3-1-9-8-11-13-17-16-15-14-;2360;no;yes;16,1848;no;15,3071;no;13,4328;no;no;
2-4-10-5-3-1-9-8-11-13-15-14-;2154;no;yes;16,6992;no;15,7887;no;13,9137;no;no;
2-4-10-5-3-1-9-8-11-12-14-;1786;no;yes;17,2862;yes;16,4136;no;14,5429;no;no;
2-4-10-5-3-1-9-6-7-8-11-13-15-14-;2173;no;yes;16,3069;no;15,441;no;13,5735;no;no;
2-4-10-5-3-1-9-6-7-8-11-12-14-;1805;no;yes;16,8399;yes;16,0145;no;14,1521;no;no;
2-4-5-11-13-17-16-15-14-;1650;no;yes;17,9169;yes;17,0046;no;15,1277;no;no;
2-4-5-11-13-15-14-;1444;no;yes;18,7074;yes;17,7368;no;15,8582;no;no;
2-4-5-11-12-14-;1076;no;yes;19,6806;yes;18,7599;yes;16,8878;no;no;
2-4-5-11-10-13-17-16-15-14-;2099;no;yes;17,1334;yes;16,1592;no;14,2778;no;no;
2-4-5-11-10-13-15-14-;1893;no;yes;17,7832;yes;16,7525;no;14,8693;no;no;
2-4-5-10-13-17-16-15-14-;1618;no;yes;18,0224;yes;17,1465;no;15,2664;no;no;
2-4-5-10-13-15-14-;1412;no;yes;18,8343;yes;17,9053;yes;16,0229;no;no;
2-4-5-10-13-11-12-14-;1494;no;yes;18,3747;yes;17,4522;no;15,5763;no;no;
2-4-5-10-11-13-17-16-15-14-;1955;no;yes;17,2687;yes;16,3091;no;14,4322;no;no;
2-4-5-10-11-13-15-14-;1749;no;yes;17,9407;yes;16,9248;no;15,0466;no;no;
2-4-5-10-11-12-14-;1381;no;yes;18,7408;yes;17,7555;no;15,8825;no;no;
2-4-5-9-8-11-13-17-16-15-14-;1770;no;yes;17,3899;yes;16,56;no;14,6837;no;no;
2-4-5-9-8-11-13-15-14-;1564;no;yes;18,0824;yes;17,2152;no;15,3376;no;no;
2-4-5-9-8-11-12-14-;1196;no;yes;18,9118;yes;18,1097;yes;16,2379;no;no;
2-4-5-9-8-11-10-13-17-16-15-14-;2219;no;yes;16,6891;no;15,79;no;13,9095;no;no;
2-4-5-9-8-11-10-13-15-14-;2013;no;yes;17,2712;yes;16,3318;no;14,4497;no;no;
2-4-5-9-6-7-8-11-13-17-16-15-14-;1789;no;yes;16,9334;yes;16,1478;no;14,2805;no;no;
2-4-5-9-6-7-8-11-13-15-14-;1583;no;yes;17,5517;yes;16,7395;no;14,8724;no;no;
2-4-5-9-6-7-8-11-12-14-;1215;no;yes;18,2772;yes;17,5321;no;15,6722;no;no;
2-4-5-9-6-7-8-11-10-13-17-16-15-14-;2238;no;yes;16,2977;no;15,4421;no;13,5697;no;no;
2-4-5-9-6-7-8-11-10-13-15-14-;2032;no;yes;16,8264;no;15,9398;no;14,0668;no;no;
2-4-5-3-1-9-8-11-13-17-16-15-14-;2192;no;yes;16,4462;no;15,5409;no;13,6702;no;no;
2-4-5-3-1-9-8-11-13-15-14-;1986;no;yes;16,9945;yes;16,0506;no;14,1797;no;no;
2-4-5-3-1-9-8-11-12-14-;1618;no;yes;17,626;yes;16,7176;no;14,8519;no;no;
2-4-5-3-1-9-8-11-10-13-15-14-;2435;no;yes;16,3504;no;15,3594;no;13,4839;no;no;
2-4-5-3-1-9-6-7-8-11-13-17-16-15-14-;2211;no;yes;16,0752;no;15,2117;no;13,3479;no;no;
2-4-5-3-1-9-6-7-8-11-13-15-14-;2005;no;yes;16,5759;no;15,6822;no;13,8189;no;no;
2-4-5-3-1-9-6-7-8-11-12-14-;1637;no;yes;17,1454;yes;16,2909;no;14,4336;no;no;
2-3-5-11-13-17-16-15-14-;1327;no;yes;18,386;yes;17,5679;no;15,6987;no;no;
2-3-5-11-13-15-14-;1121;no;yes;19,2766;yes;18,4119;yes;16,5426;no;no;
2-3-5-11-12-14-;753;yes;yes;20,4053;yes;19,6335;yes;17,7751;yes;no;
2-3-5-11-10-13-17-16-15-14-;1776;no;yes;17,5216;yes;16,6173;no;14,7418;no;no;
2-3-5-11-10-13-15-14-;1570;no;yes;18,2373;yes;17,282;no;15,4052;no;no;
2-3-5-10-13-17-16-15-14-;1295;no;yes;18,5037;yes;17,7298;no;15,8573;no;no;
2-3-5-10-13-15-14-;1089;no;yes;19,4215;yes;18,6093;yes;16,736;no;no;
2-3-5-10-13-11-12-14-;1171;no;yes;18,8993;yes;18,0812;yes;16,2144;no;no;
2-3-5-10-11-13-17-16-15-14-;1632;no;yes;17,6698;yes;16,7842;no;14,9139;no;no;
2-3-5-10-11-13-15-14-;1426;no;yes;18,4126;yes;17,4771;no;15,6064;no;no;
2-3-5-10-11-12-14-;1058;no;yes;19,3148;yes;18,4337;yes;16,571;no;no;
2-3-5-9-8-11-13-17-16-15-14-;1447;no;yes;17,8028;yes;17,0651;no;15,1958;no;no;
2-3-5-9-8-11-13-15-14-;1241;no;yes;18,5709;yes;17,8084;no;15,939;no;no;
2-3-5-9-8-11-12-14-;873;yes;yes;19,5104;yes;18,8507;yes;16,9905;no;no;
2-3-5-9-8-11-10-13-17-16-15-14-;1896;no;yes;17,038;yes;16,2089;no;14,3338;no;no;
2-3-5-9-8-11-10-13-15-14-;1690;no;yes;17,6725;yes;16,8095;no;14,9335;no;no;
2-3-5-9-6-7-8-11-13-17-16-15-14-;1466;no;yes;17,3033;yes;16,6047;no;14,7448;no;no;
2-3-5-9-6-7-8-11-13-15-14-;1260;no;yes;17,9811;yes;17,2672;no;15,4087;no;no;
2-3-5-9-6-7-8-11-12-14-;892;yes;yes;18,7894;yes;18,1737;yes;16,3255;no;no;
2-3-5-9-6-7-8-11-10-13-17-16-15-14-;1915;no;yes;16,6154;no;15,8274;no;13,9606;no;no;
2-3-5-9-6-7-8-11-10-13-15-14-;1709;no;yes;17,187;yes;16,3742;no;14,5076;no;no;
2-3-5-4-10-13-17-16-15-14-;1517;no;yes;17,9187;yes;17,112;no;15,2389;no;no;
2-3-5-4-10-13-15-14-;1311;no;yes;18,7096;yes;17,8641;no;15,9902;no;no;
2-3-5-4-10-13-11-12-14-;1393;no;yes;18,2624;yes;17,4151;no;15,5468;no;no;
2-3-5-4-10-11-13-17-16-15-14-;1854;no;yes;17,1815;yes;16,2806;no;14,4095;no;no;
2-3-5-4-10-11-13-15-14-;1648;no;yes;17,839;yes;16,8919;no;15,0205;no;no;
2-3-5-4-10-11-12-14-;1280;no;yes;18,6188;yes;17,7157;no;15,8508;no;no;
2-3-1-9-8-11-13-17-16-15-14-;1605;no;yes;17,4453;yes;16,5859;no;14,7219;no;no;
2-3-1-9-8-11-13-15-14-;1399;no;yes;18,1475;yes;17,2454;no;15,3821;no;no;
2-3-1-9-8-11-12-14-;1031;no;yes;18,9907;yes;18,1468;yes;16,2927;no;no;
2-3-1-9-8-11-10-13-17-16-15-14-;2054;no;yes;16,7362;no;15,8117;no;13,9415;no;no;
2-3-1-9-8-11-10-13-15-14-;1848;no;yes;17,3251;yes;16,3564;no;14,486;no;no;
2-3-1-9-8-11-5-10-13-17-16-15-14-;2277;no;yes;16,4594;no;15,5821;no;13,7039;no;no;
2-3-1-9-8-11-5-10-13-15-14-;2071;no;yes;17,0096;yes;16,097;no;14,2176;no;no;
2-3-1-9-8-11-5-4-10-13-17-16-15-14-;2499;no;yes;16,0849;no;15,1949;no;13,3169;no;no;
2-3-1-9-8-11-5-4-10-13-15-14-;2293;no;yes;16,5869;no;15,6635;no;13,7843;no;no;
2-3-1-9-6-7-8-11-13-17-16-15-14-;1624;no;yes;16,9832;yes;16,1714;no;14,3154;no;no;
2-3-1-9-6-7-8-11-13-15-14-;1418;no;yes;17,6092;yes;16,7665;no;14,9123;no;no;
2-3-1-9-6-7-8-11-12-14-;1050;no;yes;18,3453;yes;17,5646;no;15,7203;no;no;
2-3-1-9-6-7-8-11-10-13-17-16-15-14-;2073;no;yes;16,3407;no;15,4622;no;13,5993;no;no;
2-3-1-9-6-7-8-11-10-13-15-14-;1867;no;yes;16,8751;no;15,9622;no;14,1;no;no;
2-3-1-9-6-7-8-11-5-10-13-17-16-15-14-;2296;no;yes;16,0873;no;15,2499;no;13,3792;no;no;
2-3-1-9-6-7-8-11-5-10-13-15-14-;2090;no;yes;16,5896;no;15,7248;no;13,8539;no;no;
2-3-1-9-6-7-8-11-5-4-10-13-15-14-;2312;no;yes;16,2042;no;15,3253;no;13,4538;no;no;
2-3-1-9-5-11-13-17-16-15-14-;1851;no;yes;17,1773;yes;16,273;no;14,4022;no;no;
2-3-1-9-5-11-13-15-14-;1645;no;yes;17,8341;yes;16,8832;no;15,0121;no;no;
2-3-1-9-5-11-12-14-;1277;no;yes;18,613;yes;17,7052;no;15,8408;no;no;
2-3-1-9-5-11-10-13-17-16-15-14-;2300;no;yes;16,5076;no;15,5483;no;13,6728;no;no;
2-3-1-9-5-11-10-13-15-14-;2094;no;yes;17,0642;yes;16,059;no;14,1826;no;no;
2-3-1-9-5-10-13-17-16-15-14-;1819;no;yes;17,2661;yes;16,3926;no;14,5193;no;no;
2-3-1-9-5-10-13-15-14-;1613;no;yes;17,9376;yes;17,0211;no;15,1472;no;no;
2-3-1-9-5-10-13-11-12-14-;1695;no;yes;17,5602;yes;16,648;no;14,7788;no;no;
2-3-1-9-5-10-11-13-17-16-15-14-;2156;no;yes;16,6245;no;15,6782;no;13,8068;no;no;
2-3-1-9-5-10-11-13-15-14-;1950;no;yes;17,1974;yes;16,2054;no;14,3336;no;no;
2-3-1-9-5-10-11-12-14-;1582;no;yes;17,8615;yes;16,8986;no;15,0321;no;no;
2-3-1-9-5-4-10-13-17-16-15-14-;2041;no;yes;16,819;no;15,9301;no;14,0565;no;no;
2-3-1-9-5-4-10-13-15-14-;1835;no;yes;17,42;yes;16,4909;no;14,6166;no;no;
2-3-1-9-5-4-10-13-11-12-14-;1917;no;yes;17,0834;yes;16,1591;no;14,289;no;no;
2-3-1-9-5-4-10-11-13-17-16-15-14-;2378;no;yes;16,2361;no;15,2828;no;13,4109;no;no;
2-3-1-9-5-4-10-11-13-15-14-;2172;no;yes;16,7569;no;15,7615;no;13,8891;no;no;
2-3-1-9-5-4-10-11-12-14-;1804;no;yes;17,3524;yes;16,3822;no;14,5146;no;no;
4-10-13-17-16-15-;890;yes;yes;20,2424;yes;19,4736;yes;17,597;no;no;
4-10-13-15-;684;yes;yes;21,695;yes;20,8637;yes;18,9841;yes;no;
4-10-13-11-12-14-15-;926;yes;yes;19,5369;yes;18,6938;yes;16,8391;no;no;
4-10-11-13-17-16-15-;1227;no;yes;19,0501;yes;18,1272;yes;16,2547;no;no;
4-10-11-13-15-;1021;no;yes;20,1071;yes;19,1012;yes;17,2276;no;no;
4-10-11-12-14-15-;813;yes;yes;20,0218;yes;19,1023;yes;17,2536;yes;no;
4-10-5-11-13-17-16-15-;1450;no;yes;18,5886;yes;17,7429;no;15,8575;no;no;
4-10-5-11-13-15-;1244;no;yes;19,5266;yes;18,6254;yes;16,7361;no;no;
4-10-5-11-12-14-15-;1036;no;yes;19,4519;yes;18,6263;yes;16,7593;no;no;
4-10-5-9-8-11-13-17-16-15-;1570;no;yes;17,9793;yes;17,2206;no;15,3369;no;no;
4-10-5-9-8-11-13-15-;1364;no;yes;18,7824;yes;17,9936;yes;16,107;no;no;
4-10-5-9-8-11-12-14-15-;1156;no;yes;18,7194;yes;17,9944;yes;16,127;no;no;
4-10-5-9-6-7-8-11-13-17-16-15-;1589;no;yes;17,4603;yes;16,7443;no;14,8717;no;no;
4-10-5-9-6-7-8-11-13-15-;1383;no;yes;18,1652;yes;17,4303;no;15,557;no;no;
4-10-5-9-6-7-8-11-12-14-15-;1175;no;yes;18,1105;yes;17,431;no;15,5747;no;no;
4-10-5-3-1-9-8-11-13-17-16-15-;1992;no;yes;16,9141;yes;16,0548;no;14,1792;no;no;
4-10-5-3-1-9-8-11-13-15-;1786;no;yes;17,5294;yes;16,633;no;14,7564;no;no;
4-10-5-3-1-9-8-11-12-14-15-;1578;no;yes;17,4821;yes;16,6336;no;14,7711;no;no;
4-10-5-3-1-9-6-7-8-11-13-17-16-15-;2011;no;yes;16,5028;no;15,686;no;13,8185;no;no;
4-10-5-3-1-9-6-7-8-11-13-15-;1805;no;yes;17,0588;yes;16,2142;no;14,3468;no;no;
4-10-5-3-1-9-6-7-8-11-12-14-15-;1597;no;yes;17,0163;yes;16,2147;no;14,3601;no;no;
4-10-5-2-3-1-9-8-11-13-17-16-15-;2143;no;yes;16,5462;no;15,6731;no;13,7999;no;no;
4-10-5-2-3-1-9-8-11-13-15-;1937;no;yes;17,1082;yes;16,1996;no;14,3258;no;no;
4-10-5-2-3-1-9-8-11-12-14-15-;1729;no;yes;17,0652;yes;16,2002;no;14,3391;no;no;
4-10-5-2-3-1-9-6-7-8-11-13-17-16-15-;2162;no;yes;16,1669;no;15,3342;no;13,4682;no;no;
4-10-5-2-3-1-9-6-7-8-11-13-15-;1956;no;yes;16,679;no;15,8189;no;13,9532;no;no;
4-10-5-2-3-1-9-6-7-8-11-12-14-15-;1748;no;yes;16,6401;no;15,8194;no;13,9654;no;no;
4-5-11-13-17-16-15-;1282;no;yes;19,0538;yes;18,1611;yes;16,2812;no;no;
4-5-11-13-15-;1076;no;yes;20,1119;yes;19,1436;yes;17,2608;no;no;
4-5-11-12-14-15-;868;yes;yes;20,0265;yes;19,1447;yes;17,287;no;no;
4-5-11-10-13-17-16-15-;1731;no;yes;18,061;yes;17,0874;no;15,2027;no;no;
4-5-11-10-13-15-;1525;no;yes;18,8808;yes;17,8349;no;15,9472;no;no;
4-5-10-13-17-16-15-;1250;no;yes;19,1913;yes;18,3473;yes;16,463;no;no;
4-5-10-13-15-;1044;no;yes;20,2881;yes;19,3784;yes;17,4899;no;no;
4-5-10-13-11-12-14-15-;1286;no;yes;18,6281;yes;17,7337;no;15,8679;no;no;
4-5-10-11-13-17-16-15-;1587;no;yes;18,2291;yes;17,2738;no;15,3945;no;no;
4-5-10-11-13-15-;1381;no;yes;19,0848;yes;18,0572;yes;16,1758;no;no;
4-5-10-11-12-14-15-;1173;no;yes;19,0172;yes;18,058;yes;16,1962;no;no;
4-5-9-8-11-13-17-16-15-;1402;no;yes;18,3807;yes;17,5894;no;15,7107;no;no;
4-5-9-8-11-13-15-;1196;no;yes;19,2701;yes;18,438;yes;16,5571;no;no;
4-5-9-8-11-12-14-15-;988;yes;yes;19,1997;yes;18,4389;yes;16,5793;no;no;
4-5-9-8-11-10-13-17-16-15-;1851;no;yes;17,5172;yes;16,6346;no;14,7513;no;no;
4-5-9-8-11-10-13-15-;1645;no;yes;18,2322;yes;17,3021;no;15,4164;no;no;
4-5-9-6-7-8-11-13-17-16-15-;1421;no;yes;17,8146;yes;17,0733;no;15,206;no;no;
4-5-9-6-7-8-11-13-15-;1215;no;yes;18,585;yes;17,8181;no;15,9511;no;no;
4-5-9-6-7-8-11-12-14-15-;1007;no;yes;18,5248;yes;17,8189;no;15,9705;no;no;
4-5-9-6-7-8-11-10-13-17-16-15-;1870;no;yes;17,0479;yes;16,2156;no;14,3422;no;no;
4-5-9-6-7-8-11-10-13-15-;1664;no;yes;17,684;yes;16,8173;no;14,9431;no;no;
4-5-3-1-9-8-11-13-17-16-15-;1824;no;yes;17,2249;yes;16,3339;no;14,4625;no;no;
4-5-3-1-9-8-11-13-15-;1618;no;yes;17,8896;yes;16,9533;no;15,0816;no;no;
4-5-3-1-9-8-11-12-14-15-;1410;no;yes;17,8382;yes;16,954;no;15,0974;no;no;
4-5-3-1-9-8-11-10-13-17-16-15-;2273;no;yes;16,5484;no;15,5998;no;13,7237;no;no;
4-5-3-1-9-8-11-10-13-15-;2067;no;yes;17,1107;yes;16,1169;no;14,2399;no;no;
4-5-3-1-9-6-7-8-11-13-17-16-15-;1843;no;yes;16,7847;no;15,9417;no;14,0785;no;no;
4-5-3-1-9-6-7-8-11-13-15-;1637;no;yes;17,3806;yes;16,5041;no;14,6417;no;no;
4-5-3-1-9-6-7-8-11-12-14-15-;1429;no;yes;17,3349;yes;16,5046;no;14,656;no;no;
4-5-3-1-9-6-7-8-11-10-13-17-16-15-;2292;no;yes;16,1689;no;15,2663;no;13,3976;no;no;
4-5-3-1-9-6-7-8-11-10-13-15-;2086;no;yes;16,6813;no;15,7431;no;13,8743;no;no;
4-5-2-3-1-9-8-11-13-17-16-15-;1975;no;yes;16,831;no;15,928;no;14,0588;no;no;
4-5-2-3-1-9-8-11-13-15-;1769;no;yes;17,4338;yes;16,4885;no;14,6192;no;no;
4-5-2-3-1-9-8-11-12-14-15-;1561;no;yes;17,3875;yes;16,4891;no;14,6335;no;no;
4-5-2-3-1-9-8-11-10-13-17-16-15-;2424;no;yes;16,2091;no;15,2546;no;13,3807;no;no;
4-5-2-3-1-9-8-11-10-13-15-;2218;no;yes;16,7265;no;15,73;no;13,8555;no;no;
4-5-2-3-1-9-6-7-8-11-13-17-16-15-;1994;no;yes;16,4272;no;15,5694;no;13,7076;no;no;
4-5-2-3-1-9-6-7-8-11-13-15-;1788;no;yes;16,9729;yes;16,0827;no;14,2218;no;no;
